                  美元兑离岸人民币 (USDCNH) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2020/01/13	  6.9145	  6.9155	  6.8804	  6.8822	              0	     -0.028	     -0.020	     -0.015	
 2020/01/14	  6.8820	  6.8917	  6.8675	  6.8893	              0	     -0.030	     -0.022	     -0.016	
 2020/01/15	  6.8895	  6.9055	  6.8861	  6.8920	              0	     -0.031	     -0.024	     -0.015	
 2020/01/16	  6.8921	  6.8940	  6.8726	  6.8769	              0	     -0.033	     -0.026	     -0.015	
 2020/01/17	  6.8769	  6.8818	  6.8584	  6.8668	              0	     -0.035	     -0.027	     -0.015	
 2020/01/20	  6.8623	  6.8734	  6.8464	  6.8671	              0	     -0.036	     -0.029	     -0.013	
 2020/01/21	  6.8671	  6.9124	  6.8660	  6.9095	              0	     -0.033	     -0.030	     -0.006	
 2020/01/22	  6.9093	  6.9176	  6.8968	  6.9098	              0	     -0.030	     -0.030	     -0.000	
 2020/01/23	  6.9100	  6.9424	  6.9093	  6.9293	              0	     -0.026	     -0.029	      0.006	
 2020/01/24	  6.9296	  6.9385	  6.9216	  6.9303	              0	     -0.022	     -0.028	      0.011	
 2020/01/27	  6.9325	  6.9898	  6.9324	  6.9854	              0	     -0.015	     -0.025	      0.020	
 2020/01/28	  6.9857	  6.9878	  6.9657	  6.9657	              0	     -0.011	     -0.022	      0.023	
 2020/01/29	  6.9658	  6.9698	  6.9536	  6.9697	              0	     -0.007	     -0.019	      0.025	
 2020/01/30	  6.9700	  7.0033	  6.9693	  6.9822	              0	     -0.003	     -0.016	      0.027	
 2020/01/31	  6.9824	  7.0066	  6.9727	  7.0003	              0	      0.002	     -0.012	      0.029	
 2020/02/03	  6.9965	  7.0225	  6.9865	  7.0132	              0	      0.007	     -0.008	      0.031	
 2020/02/04	  7.0138	  7.0226	  6.9871	  6.9911	              0	      0.009	     -0.005	      0.027	
 2020/02/05	  6.9911	  7.0100	  6.9635	  6.9755	              0	      0.009	     -0.002	      0.022	
 2020/02/06	  6.9755	  6.9802	  6.9580	  6.9788	              0	      0.009	      0.000	      0.018	
 2020/02/07	  6.9788	  7.0097	  6.9744	  7.0068	              0	      0.011	      0.002	      0.018	
 2020/02/10	  7.0080	  7.0121	  6.9792	  6.9847	              0	      0.011	      0.004	      0.014	
 2020/02/11	  6.9849	  6.9851	  6.9630	  6.9708	              0	      0.010	      0.005	      0.009	
 2020/02/12	  6.9707	  6.9764	  6.9580	  6.9740	              0	      0.009	      0.006	      0.006	
 2020/02/13	  6.9742	  6.9909	  6.9725	  6.9893	              0	      0.010	      0.007	      0.006	
 2020/02/14	  6.9896	  6.9964	  6.9813	  6.9931	              0	      0.010	      0.007	      0.005	
 2020/02/17	  6.9902	  6.9922	  6.9746	  6.9850	              0	      0.010	      0.008	      0.004	
 2020/02/18	  6.9850	  7.0107	  6.9845	  7.0078	              0	      0.011	      0.009	      0.005	
 2020/02/19	  7.0076	  7.0168	  6.9939	  7.0132	              0	      0.013	      0.009	      0.006	
 2020/02/20	  7.0130	  7.0542	  7.0082	  7.0451	              0	      0.016	      0.011	      0.011	
 2020/02/21	  7.0452	  7.0560	  7.0346	  7.0357	              0	      0.018	      0.012	      0.012	
 2020/02/24	  7.0508	  7.0561	  7.0279	  7.0360	              0	      0.019	      0.014	      0.011	
 2020/02/25	  7.0360	  7.0364	  7.0142	  7.0277	              0	      0.019	      0.015	      0.009	
 2020/02/26	  7.0276	  7.0372	  7.0198	  7.0220	              0	      0.019	      0.016	      0.006	
 2020/02/27	  7.0219	  7.0297	  6.9993	  7.0105	              0	      0.017	      0.016	      0.003	
 2020/02/28	  7.0104	  7.0205	  6.9778	  6.9788	              0	      0.013	      0.015	     -0.004	
 2020/03/02	  6.9929	  6.9929	  6.9542	  6.9623	              0	      0.009	      0.014	     -0.011	
 2020/03/03	  6.9623	  6.9871	  6.9382	  6.9492	              0	      0.004	      0.012	     -0.016	
 2020/03/04	  6.9496	  6.9518	  6.9180	  6.9233	              0	     -0.002	      0.009	     -0.022	
 2020/03/05	  6.9231	  6.9461	  6.9226	  6.9412	              0	     -0.005	      0.006	     -0.023	
 2020/03/09	  6.9294	  6.9590	  6.9054	  6.9503	              0	     -0.007	      0.004	     -0.021	
 2020/03/10	  6.9503	  6.9670	  6.9326	  6.9647	              0	     -0.007	      0.002	     -0.017	
 2020/03/11	  6.9649	  6.9720	  6.9495	  6.9716	              0	     -0.006	      0.000	     -0.013	
 2020/03/12	  6.9715	  7.0409	  6.9697	  7.0279	              0	     -0.001	     -0.000	     -0.002	
 2020/03/13	  7.0281	  7.0501	  6.9913	  7.0214	              0	      0.002	      0.000	      0.004	
 2020/03/16	  6.9893	  7.0297	  6.9879	  7.0103	              0	      0.004	      0.001	      0.006	
 2020/03/17	  7.0101	  7.0437	  6.9962	  7.0303	              0	      0.007	      0.002	      0.009	
 2020/03/18	  7.0309	  7.0916	  7.0183	  7.0763	              0	      0.013	      0.004	      0.017	
 2020/03/20	  7.1564	  7.1625	  7.0702	  7.0849	              0	      0.018	      0.007	      0.022	
 2020/03/23	  7.1248	  7.1515	  7.0911	  7.1179	              0	      0.024	      0.010	      0.028	
 2020/03/24	  7.1180	  7.1248	  7.0693	  7.0854	              0	      0.027	      0.014	      0.026	
 2020/03/25	  7.0852	  7.1419	  7.0603	  7.1298	              0	      0.032	      0.017	      0.029	
 2020/03/26	  7.1299	  7.1389	  7.0757	  7.0817	              0	      0.031	      0.020	      0.022	
 2020/03/27	  7.0821	  7.1171	  7.0662	  7.0882	              0	      0.031	      0.022	      0.018	
 2020/03/30	  7.0875	  7.1216	  7.0875	  7.1150	              0	      0.033	      0.024	      0.017	
 2020/03/31	  7.1144	  7.1171	  7.0813	  7.0939	              0	      0.032	      0.026	      0.012	
 2020/04/01	  7.0940	  7.1337	  7.0798	  7.1228	              0	      0.034	      0.027	      0.012	
 2020/04/02	  7.1228	  7.1414	  7.0863	  7.0926	              0	      0.032	      0.028	      0.007	
 2020/04/03	  7.0925	  7.1194	  7.0888	  7.1102	              0	      0.032	      0.029	      0.005	
 2020/04/06	  7.1120	  7.1193	  7.0981	  7.1073	              0	      0.031	      0.029	      0.003	
 2020/04/07	  7.1073	  7.1094	  7.0490	  7.0672	              0	      0.027	      0.029	     -0.005	
 2020/04/08	  7.0673	  7.0822	  7.0625	  7.0687	              0	      0.023	      0.028	     -0.009	
 2020/04/09	  7.0688	  7.0830	  7.0465	  7.0596	              0	      0.019	      0.026	     -0.013	
 2020/04/10	  7.0595	  7.0612	  7.0371	  7.0446	              0	      0.015	      0.024	     -0.018	
 2020/04/13	  7.0442	  7.0606	  7.0441	  7.0542	              0	      0.012	      0.021	     -0.018	
 2020/04/14	  7.0541	  7.0668	  7.0436	  7.0468	              0	      0.009	      0.019	     -0.019	
 2020/04/15	  7.0469	  7.0780	  7.0426	  7.0710	              0	      0.009	      0.017	     -0.016	
 2020/04/16	  7.0710	  7.0922	  7.0700	  7.0882	              0	      0.010	      0.016	     -0.012	
 2020/04/17	  7.0880	  7.0891	  7.0693	  7.0785	              0	      0.010	      0.014	     -0.010	
 2020/04/20	  7.0783	  7.0925	  7.0757	  7.0910	              0	      0.010	      0.014	     -0.006	
 2020/04/21	  7.0908	  7.1087	  7.0844	  7.1034	              0	      0.012	      0.013	     -0.003	
 2020/04/22	  7.1034	  7.1049	  7.0909	  7.1010	              0	      0.013	      0.013	     -0.001	
 2020/04/23	  7.1008	  7.1030	  7.0798	  7.0942	              0	      0.013	      0.013	     -0.001	
 2020/04/24	  7.0942	  7.0979	  7.0844	  7.0905	              0	      0.012	      0.013	     -0.001	
 2020/04/27	  7.0927	  7.0949	  7.0785	  7.0922	              0	      0.012	      0.013	     -0.002	
 2020/04/28	  7.0922	  7.0977	  7.0773	  7.0887	              0	      0.011	      0.012	     -0.003	
 2020/04/29	  7.0884	  7.0889	  7.0715	  7.0731	              0	      0.009	      0.012	     -0.005	
 2020/04/30	  7.0730	  7.0880	  7.0531	  7.0813	              0	      0.008	      0.011	     -0.006	
 2020/05/01	  7.0813	  7.1403	  7.0793	  7.1368	              0	      0.012	      0.011	      0.001	
 2020/05/04	  7.1360	  7.1558	  7.1228	  7.1306	              0	      0.014	      0.012	      0.004	
 2020/05/05	  7.1307	  7.1321	  7.1115	  7.1216	              0	      0.015	      0.012	      0.005	
 2020/05/06	  7.1214	  7.1318	  7.1005	  7.1301	              0	      0.016	      0.013	      0.006	
 2020/05/07	  7.1299	  7.1368	  7.0914	  7.0926	              0	      0.014	      0.013	      0.001	
 2020/05/08	  7.0924	  7.0971	  7.0821	  7.0941	              0	      0.012	      0.013	     -0.002	
 2020/05/11	  7.0939	  7.1114	  7.0848	  7.1076	              0	      0.011	      0.013	     -0.002	
 2020/05/12	  7.1073	  7.1135	  7.0897	  7.1080	              0	      0.011	      0.012	     -0.003	
 2020/05/13	  7.1078	  7.1146	  7.0956	  7.1114	              0	      0.011	      0.012	     -0.003	
 2020/05/14	  7.1116	  7.1294	  7.1073	  7.1106	              0	      0.010	      0.012	     -0.003	
 2020/05/15	  7.1107	  7.1350	  7.1090	  7.1341	              0	      0.012	      0.012	      0.000	
 2020/05/18	  7.1313	  7.1441	  7.1166	  7.1192	              0	      0.012	      0.012	     -0.000	
 2020/05/19	  7.1192	  7.1264	  7.1092	  7.1179	              0	      0.011	      0.012	     -0.001	
 2020/05/20	  7.1177	  7.1242	  7.0989	  7.1068	              0	      0.010	      0.011	     -0.003	
 2020/05/21	  7.1068	  7.1365	  7.1026	  7.1342	              0	      0.011	      0.011	     -0.000	
 2020/05/22	  7.1340	  7.1642	  7.1273	  7.1492	              0	      0.013	      0.012	      0.003	
 2020/05/25	  7.1521	  7.1582	  7.1459	  7.1483	              0	      0.014	      0.012	      0.004	
 2020/05/26	  7.1481	  7.1503	  7.1360	  7.1462	              0	      0.015	      0.013	      0.004	
 2020/05/27	  7.1461	  7.1954	  7.1441	  7.1765	              0	      0.018	      0.014	      0.008	
 2020/05/28	  7.1765	  7.1864	  7.1546	  7.1700	              0	      0.019	      0.015	      0.009	
 2020/05/29	  7.1677	  7.1763	  7.1333	  7.1355	              0	      0.017	      0.015	      0.004	
 2020/06/01	  7.1354	  7.1512	  7.1237	  7.1260	              0	      0.015	      0.015	     -0.001	
 2020/06/02	  7.1261	  7.1328	  7.1024	  7.1071	              0	      0.011	      0.014	     -0.006	
 2020/06/03	  7.1069	  7.1267	  7.0897	  7.1186	              0	      0.009	      0.013	     -0.008	
 2020/06/04	  7.1182	  7.1329	  7.1038	  7.1087	              0	      0.007	      0.012	     -0.010	
 2020/06/05	  7.1086	  7.1171	  7.0678	  7.0707	              0	      0.002	      0.010	     -0.016	
 2020/06/08	  7.0676	  7.0869	  7.0547	  7.0569	              0	     -0.003	      0.007	     -0.021	
 2020/06/09	  7.0568	  7.0905	  7.0566	  7.0780	              0	     -0.006	      0.005	     -0.021	
 2020/06/10	  7.0780	  7.0824	  7.0405	  7.0540	              0	     -0.009	      0.002	     -0.022	
 2020/06/11	  7.0539	  7.0834	  7.0501	  7.0802	              0	     -0.010	     -0.000	     -0.019	
 2020/06/12	  7.0805	  7.0872	  7.0675	  7.0760	              0	     -0.010	     -0.002	     -0.016	
 2020/06/15	  7.0862	  7.0969	  7.0688	  7.0729	              0	     -0.011	     -0.004	     -0.014	
 2020/06/16	  7.0728	  7.0894	  7.0616	  7.0826	              0	     -0.011	     -0.005	     -0.011	
 2020/06/17	  7.0822	  7.0903	  7.0694	  7.0762	              0	     -0.011	     -0.007	     -0.009	
 2020/06/18	  7.0763	  7.0866	  7.0620	  7.0825	              0	     -0.010	     -0.007	     -0.006	
 2020/06/19	  7.0823	  7.0836	  7.0648	  7.0775	              0	     -0.010	     -0.008	     -0.005	
 2020/06/22	  7.0805	  7.0807	  7.0560	  7.0581	              0	     -0.012	     -0.009	     -0.006	
 2020/06/23	  7.0582	  7.0856	  7.0514	  7.0606	              0	     -0.012	     -0.009	     -0.006	
 2020/06/24	  7.0603	  7.0832	  7.0466	  7.0807	              0	     -0.011	     -0.010	     -0.003	
 2020/06/25	  7.0808	  7.0890	  7.0756	  7.0816	              0	     -0.010	     -0.010	     -0.000	
 2020/06/26	  7.0818	  7.0897	  7.0762	  7.0872	              0	     -0.008	     -0.009	      0.002	
 2020/06/29	  7.0869	  7.0880	  7.0693	  7.0768	              0	     -0.008	     -0.009	      0.002	
 2020/06/30	  7.0768	  7.0807	  7.0636	  7.0708	              0	     -0.008	     -0.009	      0.002	
 2020/07/01	  7.0707	  7.0758	  7.0591	  7.0675	              0	     -0.008	     -0.009	      0.001	
 2020/07/02	  7.0676	  7.0744	  7.0628	  7.0674	              0	     -0.008	     -0.009	      0.001	
 2020/07/03	  7.0673	  7.0711	  7.0630	  7.0687	              0	     -0.008	     -0.009	      0.001	
 2020/07/06	  7.0691	  7.0691	  7.0106	  7.0134	              0	     -0.013	     -0.009	     -0.006	
 2020/07/07	  7.0134	  7.0269	  6.9970	  7.0233	              0	     -0.015	     -0.011	     -0.009	
 2020/07/08	  7.0233	  7.0293	  6.9984	  6.9985	              0	     -0.019	     -0.012	     -0.013	
 2020/07/09	  6.9984	  7.0002	  6.9813	  6.9969	              0	     -0.021	     -0.014	     -0.015	
 2020/07/10	  6.9970	  7.0164	  6.9946	  7.0105	              0	     -0.022	     -0.016	     -0.013	
 2020/07/13	  7.0083	  7.0126	  6.9942	  7.0038	              0	     -0.023	     -0.017	     -0.012	
 2020/07/14	  7.0037	  7.0252	  7.0000	  7.0112	              0	     -0.023	     -0.018	     -0.009	
 2020/07/15	  7.0114	  7.0114	  6.9812	  6.9823	              0	     -0.025	     -0.020	     -0.011	
 2020/07/16	  6.9827	  7.0024	  6.9816	  6.9949	              0	     -0.025	     -0.021	     -0.009	
 2020/07/17	  6.9951	  7.0027	  6.9891	  6.9909	              0	     -0.025	     -0.022	     -0.008	
 2020/07/20	  6.9917	  6.9995	  6.9833	  6.9873	              0	     -0.026	     -0.023	     -0.006	
 2020/07/21	  6.9874	  6.9944	  6.9693	  6.9734	              0	     -0.027	     -0.023	     -0.007	
 2020/07/22	  6.9735	  7.0180	  6.9648	  7.0180	              0	     -0.023	     -0.023	     -0.000	
 2020/07/23	  7.0178	  7.0178	  6.9935	  7.0118	              0	     -0.021	     -0.023	      0.003	
 2020/07/24	  7.0117	  7.0294	  7.0037	  7.0160	              0	     -0.019	     -0.022	      0.006	
 2020/07/27	  7.0176	  7.0199	  6.9970	  6.9999	              0	     -0.018	     -0.021	      0.006	
 2020/07/28	  7.0001	  7.0116	  6.9866	  7.0066	              0	     -0.017	     -0.020	      0.007	
 2020/07/29	  7.0052	  7.0094	  6.9953	  6.9974	              0	     -0.016	     -0.020	      0.007	
 2020/07/30	  6.9974	  7.0169	  6.9925	  7.0021	              0	     -0.015	     -0.019	      0.007	
 2020/07/31	  7.0025	  7.0047	  6.9760	  6.9903	              0	     -0.015	     -0.018	      0.005	
 2020/08/03	  6.9897	  6.9935	  6.9759	  6.9825	              0	     -0.016	     -0.018	      0.004	
 2020/08/04	  6.9826	  6.9892	  6.9741	  6.9742	              0	     -0.017	     -0.018	      0.001	
 2020/08/05	  6.9744	  6.9766	  6.9323	  6.9440	              0	     -0.020	     -0.018	     -0.003	
 2020/08/06	  6.9440	  6.9528	  6.9337	  6.9433	              0	     -0.022	     -0.019	     -0.006	
 2020/08/07	  6.9435	  6.9759	  6.9433	  6.9674	              0	     -0.021	     -0.019	     -0.004	
 2020/08/10	  6.9681	  6.9729	  6.9587	  6.9607	              0	     -0.021	     -0.020	     -0.003	
 2020/08/11	  6.9608	  6.9656	  6.9376	  6.9428	              0	     -0.022	     -0.020	     -0.004	
 2020/08/12	  6.9426	  6.9543	  6.9318	  6.9330	              0	     -0.024	     -0.021	     -0.006	
 2020/08/13	  6.9332	  6.9534	  6.9281	  6.9490	              0	     -0.023	     -0.021	     -0.004	
 2020/08/14	  6.9490	  6.9525	  6.9397	  6.9419	              0	     -0.023	     -0.022	     -0.003	
 2020/08/17	  6.9450	  6.9451	  6.9307	  6.9327	              0	     -0.023	     -0.022	     -0.003	
 2020/08/18	  6.9326	  6.9335	  6.9056	  6.9061	              0	     -0.026	     -0.023	     -0.006	
 2020/08/19	  6.9063	  6.9247	  6.8980	  6.9233	              0	     -0.026	     -0.023	     -0.005	
 2020/08/20	  6.9232	  6.9260	  6.9053	  6.9065	              0	     -0.027	     -0.024	     -0.006	
 2020/08/21	  6.9061	  6.9253	  6.8943	  6.9214	              0	     -0.026	     -0.024	     -0.003	
 2020/08/24	  6.9205	  6.9208	  6.9039	  6.9124	              0	     -0.026	     -0.025	     -0.003	
 2020/08/25	  6.9127	  6.9136	  6.9009	  6.9045	              0	     -0.026	     -0.025	     -0.003	
 2020/08/26	  6.9043	  6.9050	  6.8801	  6.8804	              0	     -0.028	     -0.026	     -0.005	
 2020/08/27	  6.8805	  6.8933	  6.8701	  6.8886	              0	     -0.029	     -0.026	     -0.005	
 2020/08/28	  6.8884	  6.8886	  6.8580	  6.8591	              0	     -0.031	     -0.027	     -0.008	
 2020/08/31	  6.8623	  6.8625	  6.8439	  6.8478	              0	     -0.033	     -0.028	     -0.010	
 2020/09/01	  6.8481	  6.8503	  6.8141	  6.8369	              0	     -0.036	     -0.030	     -0.012	
 2020/09/02	  6.8368	  6.8381	  6.8229	  6.8333	              0	     -0.038	     -0.031	     -0.012	
 2020/09/03	  6.8332	  6.8496	  6.8253	  6.8477	              0	     -0.037	     -0.033	     -0.009	
 2020/09/04	  6.8472	  6.8493	  6.8351	  6.8360	              0	     -0.038	     -0.034	     -0.008	
 2020/09/07	  6.8420	  6.8426	  6.8282	  6.8328	              0	     -0.038	     -0.034	     -0.007	
 2020/09/08	  6.8327	  6.8559	  6.8288	  6.8537	              0	     -0.036	     -0.035	     -0.002	
 2020/09/09	  6.8536	  6.8603	  6.8304	  6.8319	              0	     -0.036	     -0.035	     -0.001	
 2020/09/10	  6.8320	  6.8453	  6.8255	  6.8451	              0	     -0.034	     -0.035	      0.002	
 2020/09/11	  6.8451	  6.8451	  6.8320	  6.8324	              0	     -0.033	     -0.034	      0.002	
 2020/09/14	  6.8355	  6.8355	  6.8056	  6.8085	              0	     -0.034	     -0.034	      0.000	
 2020/09/15	  6.8085	  6.8107	  6.7667	  6.7803	              0	     -0.037	     -0.035	     -0.004	
 2020/09/16	  6.7799	  6.7857	  6.7428	  6.7456	              0	     -0.041	     -0.036	     -0.010	
 2020/09/17	  6.7454	  6.7818	  6.7449	  6.7540	              0	     -0.044	     -0.038	     -0.012	
 2020/09/18	  6.7548	  6.7794	  6.7460	  6.7792	              0	     -0.043	     -0.039	     -0.008	
 2020/09/21	  6.7684	  6.8076	  6.7541	  6.7927	              0	     -0.041	     -0.039	     -0.003	
 2020/09/22	  6.7930	  6.8003	  6.7729	  6.7842	              0	     -0.039	     -0.039	     -0.000	
 2020/09/23	  6.7845	  6.8283	  6.7800	  6.8258	              0	     -0.034	     -0.038	      0.007	
 2020/09/24	  6.8256	  6.8457	  6.8148	  6.8269	              0	     -0.030	     -0.037	      0.013	
 2020/09/25	  6.8265	  6.8443	  6.8101	  6.8233	              0	     -0.027	     -0.035	      0.016	
 2020/09/28	  6.8304	  6.8345	  6.8104	  6.8110	              0	     -0.025	     -0.033	      0.016	
 2020/09/29	  6.8115	  6.8289	  6.8115	  6.8163	              0	     -0.022	     -0.031	      0.016	
 2020/09/30	  6.8162	  6.8239	  6.7809	  6.7845	              0	     -0.023	     -0.029	      0.012	
 2020/10/01	  6.7845	  6.7899	  6.7327	  6.7492	              0	     -0.026	     -0.028	      0.005	
 2020/10/02	  6.7491	  6.7766	  6.7478	  6.7528	              0	     -0.028	     -0.028	      0.001	
 2020/10/05	  6.7549	  6.7560	  6.7139	  6.7201	              0	     -0.031	     -0.029	     -0.005	
 2020/10/06	  6.7202	  6.7484	  6.7170	  6.7484	              0	     -0.031	     -0.029	     -0.004	
 2020/10/07	  6.7483	  6.7541	  6.7276	  6.7355	              0	     -0.032	     -0.030	     -0.005	
 2020/10/08	  6.7357	  6.7472	  6.7257	  6.7387	              0	     -0.032	     -0.030	     -0.004	
 2020/10/09	  6.7389	  6.7416	  6.6792	  6.6906	              0	     -0.036	     -0.032	     -0.009	
 2020/10/12	  6.7092	  6.7556	  6.7087	  6.7430	              0	     -0.034	     -0.032	     -0.004	
 2020/10/13	  6.7431	  6.7649	  6.7305	  6.7392	              0	     -0.033	     -0.032	     -0.001	
 2020/10/14	  6.7386	  6.7434	  6.7045	  6.7133	              0	     -0.033	     -0.032	     -0.001	
 2020/10/15	  6.7133	  6.7320	  6.7041	  6.7127	              0	     -0.033	     -0.032	     -0.001	
 2020/10/16	  6.7126	  6.7194	  6.6870	  6.6965	              0	     -0.034	     -0.033	     -0.003	
 2020/10/19	  6.6973	  6.6995	  6.6702	  6.6791	              0	     -0.036	     -0.033	     -0.005	
 2020/10/20	  6.6789	  6.6832	  6.6564	  6.6641	              0	     -0.038	     -0.034	     -0.007	
 2020/10/21	  6.6639	  6.6639	  6.6293	  6.6427	              0	     -0.041	     -0.036	     -0.011	
 2020/10/22	  6.6428	  6.6769	  6.6406	  6.6711	              0	     -0.041	     -0.037	     -0.008	
 2020/10/23	  6.6707	  6.6834	  6.6512	  6.6668	              0	     -0.040	     -0.037	     -0.006	
 2020/10/26	  6.6666	  6.7167	  6.6640	  6.7003	              0	     -0.037	     -0.037	      0.001	
 2020/10/27	  6.7002	  6.7220	  6.6887	  6.7137	              0	     -0.032	     -0.036	      0.008	
 2020/10/28	  6.7137	  6.7372	  6.7066	  6.7279	              0	     -0.028	     -0.034	      0.014	
 2020/10/29	  6.7277	  6.7291	  6.7012	  6.7098	              0	     -0.025	     -0.033	      0.015	
 2020/10/30	  6.7098	  6.7104	  6.6771	  6.6963	              0	     -0.024	     -0.031	      0.014	
 2020/11/02	  6.6954	  6.7014	  6.6845	  6.6878	              0	     -0.023	     -0.029	      0.012	
 2020/11/03	  6.6879	  6.6950	  6.6721	  6.6803	              0	     -0.023	     -0.028	      0.010	
 2020/11/04	  6.6772	  6.7730	  6.6206	  6.6213	              0	     -0.027	     -0.028	      0.001	
 2020/11/05	  6.6214	  6.6618	  6.6020	  6.6062	              0	     -0.032	     -0.029	     -0.006	
 2020/11/06	  6.6066	  6.6282	  6.5864	  6.5926	              0	     -0.036	     -0.030	     -0.011	
 2020/11/09	  6.5838	  6.6477	  6.5486	  6.6159	              0	     -0.037	     -0.031	     -0.011	
 2020/11/10	  6.6160	  6.6270	  6.5881	  6.5990	              0	     -0.038	     -0.033	     -0.011	
 2020/11/11	  6.5986	  6.6288	  6.5828	  6.6185	              0	     -0.038	     -0.034	     -0.008	
 2020/11/12	  6.6185	  6.6338	  6.6020	  6.6172	              0	     -0.037	     -0.034	     -0.005	
 2020/11/13	  6.6172	  6.6275	  6.5938	  6.5939	              0	     -0.038	     -0.035	     -0.005	
 2020/11/16	  6.5999	  6.6001	  6.5668	  6.5718	              0	     -0.039	     -0.036	     -0.007	
 2020/11/17	  6.5718	  6.5743	  6.5462	  6.5476	              0	     -0.042	     -0.037	     -0.011	
 2020/11/18	  6.5478	  6.5666	  6.5327	  6.5626	              0	     -0.043	     -0.038	     -0.010	
 2020/11/19	  6.5620	  6.5907	  6.5564	  6.5753	              0	     -0.042	     -0.039	     -0.006	
 2020/11/20	  6.5766	  6.5793	  6.5508	  6.5514	              0	     -0.043	     -0.040	     -0.006	
 2020/11/23	  6.5550	  6.5879	  6.5452	  6.5822	              0	     -0.040	     -0.040	     -0.001	
 2020/11/24	  6.5820	  6.5965	  6.5693	  6.5752	              0	     -0.039	     -0.040	      0.002	
 2020/11/25	  6.5752	  6.5826	  6.5611	  6.5630	              0	     -0.038	     -0.039	      0.003	
 2020/11/26	  6.5633	  6.5731	  6.5563	  6.5697	              0	     -0.036	     -0.039	      0.005	
 2020/11/27	  6.5690	  6.5801	  6.5639	  6.5753	              0	     -0.034	     -0.038	      0.008	
 2020/11/30	  6.5708	  6.5871	  6.5659	  6.5846	              0	     -0.031	     -0.036	      0.011	
 2020/12/01	  6.5847	  6.5847	  6.5480	  6.5516	              0	     -0.031	     -0.035	      0.008	
 2020/12/02	  6.5518	  6.5619	  6.5412	  6.5425	              0	     -0.032	     -0.035	      0.006	
 2020/12/03	  6.5429	  6.5534	  6.5258	  6.5358	              0	     -0.032	     -0.034	      0.004	
 2020/12/04	  6.5356	  6.5418	  6.5072	  6.5170	              0	     -0.034	     -0.034	      0.001	
 2020/12/07	  6.5163	  6.5349	  6.5107	  6.5194	              0	     -0.034	     -0.034	     -0.000	
 2020/12/08	  6.5193	  6.5266	  6.5083	  6.5204	              0	     -0.034	     -0.034	     -0.000	
 2020/12/09	  6.5202	  6.5402	  6.4983	  6.5286	              0	     -0.033	     -0.034	      0.001	
 2020/12/10	  6.5288	  6.5455	  6.5252	  6.5356	              0	     -0.032	     -0.033	      0.004	
 2020/12/11	  6.5358	  6.5416	  6.5228	  6.5395	              0	     -0.029	     -0.033	      0.006	
 2020/12/14	  6.5361	  6.5370	  6.5174	  6.5290	              0	     -0.028	     -0.032	      0.007	
 2020/12/15	  6.5289	  6.5445	  6.5164	  6.5168	              0	     -0.028	     -0.031	      0.006	
 2020/12/16	  6.5170	  6.5285	  6.5054	  6.5127	              0	     -0.028	     -0.030	      0.005	
 2020/12/17	  6.5127	  6.5167	  6.5007	  6.5163	              0	     -0.027	     -0.030	      0.005	
 2020/12/18	  6.5165	  6.5324	  6.5121	  6.5184	              0	     -0.026	     -0.029	      0.006	
 2020/12/21	  6.5201	  6.5527	  6.5199	  6.5352	              0	     -0.024	     -0.028	      0.009	
 2020/12/22	  6.5349	  6.5471	  6.5304	  6.5400	              0	     -0.021	     -0.027	      0.011	
 2020/12/23	  6.5402	  6.5467	  6.5216	  6.5328	              0	     -0.019	     -0.025	      0.011	
 2020/12/24	  6.5328	  6.5349	  6.5152	  6.5189	              0	     -0.019	     -0.024	      0.010	
 2020/12/25	  6.5188	  6.5237	  6.5056	  6.5196	              0	     -0.018	     -0.023	      0.009	
 2020/12/28	  6.5167	  6.5366	  6.5147	  6.5319	              0	     -0.017	     -0.022	      0.010	
 2020/12/29	  6.5320	  6.5337	  6.5141	  6.5177	              0	     -0.016	     -0.021	      0.008	
 2020/12/30	  6.5176	  6.5233	  6.5016	  6.5060	              0	     -0.017	     -0.020	      0.006	
 2020/12/31	  6.5062	  6.5164	  6.4894	  6.5030	              0	     -0.017	     -0.019	      0.004	
 2021/01/01	  6.5028	  6.5052	  6.5006	  6.5050	              0	     -0.017	     -0.019	      0.003	
 2021/01/04	  6.4971	  6.4984	  6.4416	  6.4549	              0	     -0.021	     -0.019	     -0.003	
 2021/01/05	  6.4549	  6.4567	  6.4128	  6.4370	              0	     -0.025	     -0.020	     -0.009	
 2021/01/06	  6.4370	  6.4573	  6.4256	  6.4496	              0	     -0.027	     -0.022	     -0.011	
 2021/01/07	  6.4497	  6.4775	  6.4368	  6.4714	              0	     -0.027	     -0.023	     -0.008	
 2021/01/08	  6.4716	  6.4757	  6.4528	  6.4648	              0	     -0.026	     -0.023	     -0.006	
 2021/01/11	  6.4637	  6.4894	  6.4637	  6.4792	              0	     -0.025	     -0.024	     -0.002	
 2021/01/12	  6.4793	  6.4793	  6.4420	  6.4425	              0	     -0.026	     -0.024	     -0.004	
 2021/01/13	  6.4426	  6.4696	  6.4403	  6.4670	              0	     -0.025	     -0.024	     -0.001	
 2021/01/14	  6.4669	  6.4771	  6.4583	  6.4648	              0	     -0.024	     -0.024	      0.001	
 2021/01/15	  6.4644	  6.4856	  6.4630	  6.4845	              0	     -0.021	     -0.024	      0.005	
