                  美元兑离岸人民币 (USDCNH) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2018/02/09	  6.3652	  6.3724	  6.3008	  6.3140	              0	     -0.048	     -0.054	      0.012	
 2018/02/12	  6.3049	  6.3436	  6.2955	  6.3217	              0	     -0.045	     -0.052	      0.014	
 2018/02/13	  6.3218	  6.3481	  6.3212	  6.3324	              0	     -0.042	     -0.050	      0.016	
 2018/02/14	  6.3327	  6.3504	  6.3003	  6.3011	              0	     -0.041	     -0.048	      0.014	
 2018/02/15	  6.3024	  6.3127	  6.2787	  6.2796	              0	     -0.042	     -0.047	      0.010	
 2018/02/16	  6.2809	  6.3007	  6.2678	  6.2970	              0	     -0.040	     -0.045	      0.010	
 2018/02/19	  6.3036	  6.3102	  6.2950	  6.3074	              0	     -0.038	     -0.044	      0.012	
 2018/02/20	  6.3065	  6.3417	  6.3025	  6.3392	              0	     -0.033	     -0.042	      0.017	
 2018/02/21	  6.3396	  6.3456	  6.3114	  6.3403	              0	     -0.029	     -0.039	      0.020	
 2018/02/22	  6.3403	  6.3546	  6.3270	  6.3331	              0	     -0.026	     -0.037	      0.021	
 2018/02/23	  6.3356	  6.3427	  6.3227	  6.3260	              0	     -0.024	     -0.034	      0.020	
 2018/02/26	  6.3282	  6.3299	  6.2927	  6.2961	              0	     -0.024	     -0.032	      0.016	
 2018/02/27	  6.2987	  6.3276	  6.2867	  6.3257	              0	     -0.022	     -0.030	      0.016	
 2018/02/28	  6.3268	  6.3344	  6.3186	  6.3343	              0	     -0.019	     -0.028	      0.017	
 2018/03/01	  6.3333	  6.3681	  6.3311	  6.3429	              0	     -0.016	     -0.026	      0.019	
 2018/03/02	  6.3455	  6.3654	  6.3218	  6.3268	              0	     -0.015	     -0.023	      0.017	
 2018/03/05	  6.3278	  6.3431	  6.3215	  6.3303	              0	     -0.013	     -0.021	      0.016	
 2018/03/06	  6.3301	  6.3449	  6.3054	  6.3229	              0	     -0.013	     -0.020	      0.014	
 2018/03/07	  6.3231	  6.3290	  6.3118	  6.3198	              0	     -0.012	     -0.018	      0.012	
 2018/03/08	  6.3200	  6.3450	  6.3190	  6.3428	              0	     -0.010	     -0.017	      0.013	
 2018/03/09	  6.3437	  6.3526	  6.3194	  6.3255	              0	     -0.009	     -0.015	      0.011	
 2018/03/12	  6.3259	  6.3308	  6.3169	  6.3186	              0	     -0.009	     -0.014	      0.009	
 2018/03/13	  6.3179	  6.3326	  6.3119	  6.3231	              0	     -0.009	     -0.013	      0.008	
 2018/03/14	  6.3243	  6.3270	  6.2994	  6.3033	              0	     -0.010	     -0.012	      0.005	
 2018/03/15	  6.3030	  6.3294	  6.2985	  6.3284	              0	     -0.009	     -0.012	      0.006	
 2018/03/16	  6.3290	  6.3342	  6.3172	  6.3251	              0	     -0.008	     -0.011	      0.006	
 2018/03/19	  6.3320	  6.3383	  6.3169	  6.3240	              0	     -0.007	     -0.010	      0.006	
 2018/03/20	  6.3243	  6.3347	  6.3166	  6.3320	              0	     -0.006	     -0.009	      0.007	
 2018/03/21	  6.3320	  6.3341	  6.3020	  6.3043	              0	     -0.007	     -0.009	      0.003	
 2018/03/22	  6.3045	  6.3404	  6.3038	  6.3376	              0	     -0.006	     -0.008	      0.006	
 2018/03/23	  6.3376	  6.3391	  6.3059	  6.3085	              0	     -0.006	     -0.008	      0.003	
 2018/03/26	  6.3130	  6.3138	  6.2390	  6.2406	              0	     -0.012	     -0.009	     -0.007	
 2018/03/27	  6.2404	  6.2769	  6.2352	  6.2687	              0	     -0.015	     -0.010	     -0.009	
 2018/03/28	  6.2655	  6.2880	  6.2547	  6.2873	              0	     -0.015	     -0.011	     -0.008	
 2018/03/29	  6.2848	  6.2965	  6.2667	  6.2721	              0	     -0.016	     -0.012	     -0.008	
 2018/03/30	  6.2719	  6.2804	  6.2601	  6.2602	              0	     -0.018	     -0.013	     -0.009	
 2018/04/02	  6.2615	  6.2781	  6.2538	  6.2761	              0	     -0.018	     -0.014	     -0.007	
 2018/04/03	  6.2758	  6.2825	  6.2698	  6.2739	              0	     -0.017	     -0.015	     -0.005	
 2018/04/04	  6.2755	  6.3120	  6.2739	  6.2881	              0	     -0.016	     -0.015	     -0.002	
 2018/04/05	  6.2878	  6.3088	  6.2754	  6.3058	              0	     -0.013	     -0.015	      0.003	
 2018/04/06	  6.3060	  6.3216	  6.2972	  6.3119	              0	     -0.010	     -0.014	      0.007	
 2018/04/09	  6.3078	  6.3253	  6.2909	  6.3019	              0	     -0.009	     -0.013	      0.008	
 2018/04/10	  6.3031	  6.3075	  6.2746	  6.2760	              0	     -0.010	     -0.012	      0.005	
 2018/04/11	  6.2774	  6.2888	  6.2607	  6.2676	              0	     -0.011	     -0.012	      0.002	
 2018/04/12	  6.2687	  6.2884	  6.2641	  6.2779	              0	     -0.011	     -0.012	      0.002	
 2018/04/13	  6.2789	  6.2911	  6.2652	  6.2710	              0	     -0.011	     -0.012	      0.001	
 2018/04/16	  6.2734	  6.2844	  6.2628	  6.2669	              0	     -0.012	     -0.012	     -0.000	
 2018/04/17	  6.2654	  6.2826	  6.2643	  6.2795	              0	     -0.011	     -0.012	      0.001	
 2018/04/18	  6.2793	  6.2872	  6.2652	  6.2735	              0	     -0.011	     -0.011	      0.001	
 2018/04/19	  6.2737	  6.2809	  6.2550	  6.2787	              0	     -0.010	     -0.011	      0.002	
 2018/04/20	  6.2782	  6.2929	  6.2732	  6.2780	              0	     -0.010	     -0.011	      0.003	
 2018/04/23	  6.2865	  6.3128	  6.2789	  6.3123	              0	     -0.006	     -0.010	      0.007	
 2018/04/24	  6.3118	  6.3210	  6.2913	  6.2981	              0	     -0.005	     -0.009	      0.008	
 2018/04/25	  6.2982	  6.3291	  6.2954	  6.3218	              0	     -0.002	     -0.007	      0.012	
 2018/04/26	  6.3215	  6.3312	  6.3074	  6.3272	              0	      0.001	     -0.006	      0.014	
 2018/04/27	  6.3282	  6.3407	  6.3166	  6.3175	              0	      0.003	     -0.004	      0.014	
 2018/04/30	  6.3201	  6.3268	  6.3053	  6.3143	              0	      0.004	     -0.002	      0.012	
 2018/05/01	  6.3142	  6.3399	  6.3088	  6.3390	              0	      0.006	     -0.001	      0.014	
 2018/05/02	  6.3384	  6.3770	  6.3369	  6.3756	              0	      0.011	      0.002	      0.019	
 2018/05/03	  6.3759	  6.3787	  6.3402	  6.3467	              0	      0.013	      0.004	      0.018	
 2018/05/04	  6.3465	  6.3694	  6.3407	  6.3538	              0	      0.014	      0.006	      0.016	
 2018/05/07	  6.3529	  6.3708	  6.3437	  6.3568	              0	      0.015	      0.008	      0.015	
 2018/05/08	  6.3574	  6.3707	  6.3538	  6.3663	              0	      0.017	      0.010	      0.015	
 2018/05/09	  6.3664	  6.3835	  6.3570	  6.3680	              0	      0.018	      0.011	      0.014	
 2018/05/10	  6.3681	  6.3712	  6.3238	  6.3314	              0	      0.016	      0.012	      0.007	
 2018/05/11	  6.3315	  6.3413	  6.3182	  6.3340	              0	      0.014	      0.013	      0.003	
 2018/05/15	  6.3381	  6.3674	  6.3349	  6.3638	              0	      0.015	      0.013	      0.004	
 2018/05/16	  6.3688	  6.3750	  6.3447	  6.3514	              0	      0.015	      0.014	      0.002	
 2018/05/17	  6.3512	  6.3593	  6.3423	  6.3564	              0	      0.015	      0.014	      0.002	
 2018/05/18	  6.3574	  6.3717	  6.3539	  6.3602	              0	      0.015	      0.014	      0.001	
 2018/05/21	  6.3601	  6.3875	  6.3550	  6.3594	              0	      0.014	      0.014	      0.001	
 2018/05/22	  6.3605	  6.3642	  6.3455	  6.3488	              0	      0.013	      0.014	     -0.001	
 2018/05/23	  6.3513	  6.3856	  6.3497	  6.3725	              0	      0.014	      0.014	      0.000	
 2018/05/24	  6.3739	  6.3896	  6.3714	  6.3755	              0	      0.015	      0.014	      0.001	
 2018/05/25	  6.3762	  6.3899	  6.3746	  6.3883	              0	      0.016	      0.015	      0.003	
 2018/05/28	  6.3854	  6.3980	  6.3793	  6.3957	              0	      0.018	      0.015	      0.005	
 2018/05/29	  6.3965	  6.4315	  6.3941	  6.4306	              0	      0.021	      0.016	      0.010	
 2018/05/30	  6.4310	  6.4322	  6.3985	  6.4021	              0	      0.022	      0.018	      0.009	
 2018/05/31	  6.4025	  6.4157	  6.3928	  6.4050	              0	      0.022	      0.018	      0.008	
 2018/06/01	  6.4050	  6.4168	  6.4016	  6.4108	              0	      0.023	      0.019	      0.007	
 2018/06/04	  6.4149	  6.4179	  6.3938	  6.4044	              0	      0.022	      0.020	      0.005	
 2018/06/05	  6.4046	  6.4096	  6.3895	  6.3928	              0	      0.021	      0.020	      0.001	
 2018/06/06	  6.3926	  6.3941	  6.3754	  6.3806	              0	      0.018	      0.020	     -0.003	
 2018/06/07	  6.3810	  6.3920	  6.3774	  6.3905	              0	      0.017	      0.019	     -0.004	
 2018/06/08	  6.3904	  6.4084	  6.3873	  6.3985	              0	      0.017	      0.019	     -0.004	
 2018/06/11	  6.3978	  6.4032	  6.3926	  6.4019	              0	      0.016	      0.018	     -0.004	
 2018/06/12	  6.4008	  6.4087	  6.3932	  6.4080	              0	      0.016	      0.018	     -0.003	
 2018/06/13	  6.4068	  6.4073	  6.3855	  6.3872	              0	      0.014	      0.017	     -0.005	
 2018/06/14	  6.3880	  6.4233	  6.3821	  6.4213	              0	      0.016	      0.017	     -0.003	
 2018/06/15	  6.4231	  6.4393	  6.4115	  6.4344	              0	      0.017	      0.017	      0.001	
 2018/06/18	  6.4406	  6.4617	  6.4396	  6.4609	              0	      0.021	      0.018	      0.006	
 2018/06/19	  6.4615	  6.4947	  6.4457	  6.4746	              0	      0.024	      0.019	      0.010	
 2018/06/20	  6.4735	  6.4867	  6.4653	  6.4800	              0	      0.027	      0.020	      0.013	
 2018/06/21	  6.4798	  6.5166	  6.4735	  6.4970	              0	      0.030	      0.022	      0.015	
 2018/06/22	  6.4968	  6.5172	  6.4922	  6.5098	              0	      0.033	      0.025	      0.018	
 2018/06/25	  6.5241	  6.5567	  6.5236	  6.5452	              0	      0.038	      0.027	      0.022	
 2018/06/26	  6.5414	  6.5940	  6.5766	  6.5822	              0	      0.045	      0.031	      0.028	
 2018/06/27	  6.5821	  6.6228	  6.5769	  6.6176	              0	      0.052	      0.035	      0.034	
 2018/06/28	  6.6176	  6.6396	  6.6107	  6.6357	              0	      0.059	      0.040	      0.038	
 2018/06/29	  6.6354	  6.6518	  6.6171	  6.6353	              0	      0.063	      0.044	      0.037	
 2018/07/02	  6.6354	  6.6950	  6.6281	  6.6854	              0	      0.070	      0.050	      0.041	
 2018/07/03	  6.6863	  6.7323	  6.6455	  6.6660	              0	      0.073	      0.054	      0.037	
 2018/07/04	  6.6660	  6.6722	  6.6144	  6.6431	              0	      0.073	      0.058	      0.029	
 2018/07/05	  6.6430	  6.6612	  6.6342	  6.6579	              0	      0.073	      0.061	      0.024	
 2018/07/06	  6.6581	  6.6860	  6.6506	  6.6622	              0	      0.072	      0.063	      0.018	
 2018/07/09	  6.6618	  6.6649	  6.6155	  6.6225	              0	      0.068	      0.064	      0.008	
 2018/07/10	  6.6225	  6.6494	  6.6016	  6.6494	              0	      0.066	      0.065	      0.003	
 2018/07/11	  6.6504	  6.7251	  6.6482	  6.7234	              0	      0.070	      0.066	      0.008	
 2018/07/12	  6.7235	  6.7293	  6.6737	  6.6928	              0	      0.069	      0.066	      0.006	
 2018/07/13	  6.6929	  6.7244	  6.6691	  6.7118	              0	      0.070	      0.067	      0.005	
 2018/07/16	  6.7080	  6.7091	  6.6841	  6.7028	              0	      0.068	      0.067	      0.002	
 2018/07/17	  6.7027	  6.7258	  6.6867	  6.7225	              0	      0.068	      0.067	      0.002	
 2018/07/18	  6.7221	  6.7575	  6.7327	  6.7463	              0	      0.069	      0.068	      0.003	
 2018/07/19	  6.7460	  6.8074	  6.7386	  6.7907	              0	      0.073	      0.069	      0.008	
 2018/07/20	  6.7906	  6.8363	  6.7778	  6.7783	              0	      0.074	      0.070	      0.008	
 2018/07/23	  6.7827	  6.8222	  6.7569	  6.8056	              0	      0.076	      0.071	      0.010	
 2018/07/24	  6.8058	  6.8441	  6.7927	  6.8109	              0	      0.077	      0.072	      0.010	
 2018/07/25	  6.8109	  6.8204	  6.7548	  6.7564	              0	      0.073	      0.072	      0.001	
 2018/07/26	  6.7566	  6.8264	  6.7391	  6.8256	              0	      0.074	      0.073	      0.003	
 2018/07/27	  6.8256	  6.8544	  6.8036	  6.8227	              0	      0.074	      0.073	      0.002	
 2018/07/30	  6.8275	  6.8492	  6.8246	  6.8408	              0	      0.075	      0.073	      0.003	
 2018/07/31	  6.8337	  6.8480	  6.7772	  6.8053	              0	      0.071	      0.073	     -0.003	
 2018/08/01	  6.8053	  6.8439	  6.8045	  6.8238	              0	      0.069	      0.072	     -0.005	
 2018/08/02	  6.8217	  6.8825	  6.8173	  6.8825	              0	      0.072	      0.072	     -0.000	
 2018/08/03	  6.8823	  6.9109	  6.8286	  6.8483	              0	      0.070	      0.072	     -0.003	
 2018/08/06	  6.8481	  6.8752	  6.8268	  6.8657	              0	      0.070	      0.071	     -0.004	
 2018/08/07	  6.8657	  6.8742	  6.8179	  6.8214	              0	      0.065	      0.070	     -0.011	
 2018/08/08	  6.8215	  6.8465	  6.8070	  6.8240	              0	      0.060	      0.068	     -0.015	
 2018/08/09	  6.8239	  6.8464	  6.8147	  6.8460	              0	      0.058	      0.066	     -0.016	
 2018/08/10	  6.8460	  6.8734	  6.8386	  6.8688	              0	      0.057	      0.064	     -0.014	
 2018/08/13	  6.8652	  6.9094	  6.8652	  6.8955	              0	      0.058	      0.063	     -0.010	
 2018/08/14	  6.8955	  6.9067	  6.8823	  6.8966	              0	      0.058	      0.062	     -0.007	
 2018/08/15	  6.8966	  6.9580	  6.9285	  6.9467	              0	      0.062	      0.062	     -0.000	
 2018/08/16	  6.9469	  6.9481	  6.8549	  6.8615	              0	      0.057	      0.061	     -0.008	
 2018/08/17	  6.8616	  6.8827	  6.8279	  6.8349	              0	      0.051	      0.059	     -0.017	
 2018/08/20	  6.8355	  6.8619	  6.8332	  6.8352	              0	      0.045	      0.056	     -0.023	
 2018/08/21	  6.8351	  6.8527	  6.8218	  6.8285	              0	      0.039	      0.053	     -0.027	
 2018/08/22	  6.8285	  6.8485	  6.8249	  6.8470	              0	      0.036	      0.049	     -0.027	
 2018/08/23	  6.8469	  6.8938	  6.8444	  6.8938	              0	      0.037	      0.047	     -0.020	
 2018/08/24	  6.8939	  6.8948	  6.7999	  6.8056	              0	      0.030	      0.044	     -0.027	
 2018/08/27	  6.8054	  6.8151	  6.7846	  6.7949	              0	      0.023	      0.040	     -0.032	
 2018/08/28	  6.7948	  6.8140	  6.7857	  6.8022	              0	      0.019	      0.035	     -0.033	
 2018/08/29	  6.8021	  6.8354	  6.7948	  6.8192	              0	      0.016	      0.031	     -0.031	
 2018/08/30	  6.8197	  6.8750	  6.8156	  6.8671	              0	      0.018	      0.029	     -0.022	
 2018/08/31	  6.8612	  6.8720	  6.8229	  6.8300	              0	      0.016	      0.026	     -0.021	
 2018/09/03	  6.8472	  6.8580	  6.8292	  6.8351	              0	      0.014	      0.024	     -0.019	
 2018/09/04	  6.8349	  6.8621	  6.8229	  6.8496	              0	      0.014	      0.022	     -0.015	
 2018/09/05	  6.8495	  6.8644	  6.8422	  6.8422	              0	      0.014	      0.020	     -0.013	
 2018/09/06	  6.8422	  6.8590	  6.8323	  6.8449	              0	      0.013	      0.019	     -0.011	
 2018/09/07	  6.8447	  6.8744	  6.8278	  6.8696	              0	      0.014	      0.018	     -0.007	
 2018/09/10	  6.8689	  6.8761	  6.8603	  6.8702	              0	      0.015	      0.017	     -0.004	
 2018/09/11	  6.8699	  6.8872	  6.8679	  6.8753	              0	      0.016	      0.017	     -0.002	
 2018/09/12	  6.8755	  6.8885	  6.8275	  6.8349	              0	      0.014	      0.017	     -0.005	
 2018/09/13	  6.8351	  6.8522	  6.8234	  6.8450	              0	      0.012	      0.016	     -0.007	
 2018/09/14	  6.8450	  6.8819	  6.8418	  6.8812	              0	      0.014	      0.015	     -0.003	
 2018/09/17	  6.8753	  6.8770	  6.8573	  6.8703	              0	      0.014	      0.015	     -0.002	
 2018/09/18	  6.8703	  6.8923	  6.8590	  6.8608	              0	      0.014	      0.015	     -0.003	
 2018/09/19	  6.8612	  6.8692	  6.8432	  6.8524	              0	      0.012	      0.014	     -0.004	
 2018/09/20	  6.8517	  6.8628	  6.8324	  6.8355	              0	      0.010	      0.013	     -0.008	
 2018/09/21	  6.8351	  6.8520	  6.8203	  6.8451	              0	      0.008	      0.012	     -0.008	
 2018/09/24	  6.8559	  6.8731	  6.8495	  6.8688	              0	      0.009	      0.012	     -0.005	
 2018/09/25	  6.8686	  6.8722	  6.8586	  6.8686	              0	      0.009	      0.011	     -0.004	
 2018/09/26	  6.8686	  6.8866	  6.8656	  6.8759	              0	      0.010	      0.011	     -0.002	
 2018/09/27	  6.8770	  6.8878	  6.8645	  6.8878	              0	      0.012	      0.011	      0.001	
 2018/09/28	  6.8850	  6.8886	  6.8646	  6.8839	              0	      0.012	      0.011	      0.002	
 2018/10/01	  6.8774	  6.8896	  6.8769	  6.8882	              0	      0.013	      0.012	      0.003	
 2018/10/02	  6.8882	  6.9030	  6.8794	  6.8856	              0	      0.013	      0.012	      0.003	
 2018/10/03	  6.8854	  6.8987	  6.8805	  6.8898	              0	      0.014	      0.012	      0.003	
 2018/10/04	  6.8895	  6.9165	  6.8893	  6.8956	              0	      0.014	      0.013	      0.003	
 2018/10/05	  6.8920	  6.9105	  6.8858	  6.8884	              0	      0.014	      0.013	      0.002	
 2018/10/08	  6.8948	  6.9357	  6.8948	  6.9193	              0	      0.016	      0.014	      0.005	
 2018/10/09	  6.9198	  6.9336	  6.9096	  6.9163	              0	      0.017	      0.014	      0.006	
 2018/10/10	  6.9163	  6.9350	  6.9113	  6.9260	              0	      0.019	      0.015	      0.007	
 2018/10/11	  6.9250	  6.9425	  6.8703	  6.8786	              0	      0.016	      0.016	      0.001	
 2018/10/12	  6.8774	  6.9260	  6.8676	  6.9092	              0	      0.016	      0.016	      0.001	
 2018/10/15	  6.9222	  6.9303	  6.9124	  6.9229	              0	      0.017	      0.016	      0.002	
 2018/10/16	  6.9227	  6.9254	  6.9062	  6.9131	              0	      0.017	      0.016	      0.002	
 2018/10/17	  6.9131	  6.9313	  6.9083	  6.9299	              0	      0.018	      0.017	      0.003	
 2018/10/18	  6.9306	  6.9517	  6.9244	  6.9373	              0	      0.019	      0.017	      0.004	
 2018/10/19	  6.9408	  6.9473	  6.9202	  6.9325	              0	      0.019	      0.018	      0.004	
 2018/10/22	  6.9360	  6.9513	  6.9305	  6.9374	              0	      0.020	      0.018	      0.004	
 2018/10/23	  6.9377	  6.9489	  6.9374	  6.9384	              0	      0.020	      0.018	      0.003	
 2018/10/24	  6.9387	  6.9543	  6.9387	  6.9440	              0	      0.020	      0.019	      0.003	
 2018/10/25	  6.9443	  6.9647	  6.9443	  6.9560	              0	      0.021	      0.019	      0.004	
 2018/10/26	  6.9563	  6.9759	  6.9503	  6.9530	              0	      0.022	      0.020	      0.004	
 2018/10/29	  6.9535	  6.9755	  6.9527	  6.9716	              0	      0.023	      0.020	      0.005	
 2018/10/30	  6.9715	  6.9769	  6.9659	  6.9707	              0	      0.024	      0.021	      0.006	
 2018/10/31	  6.9707	  6.9788	  6.9700	  6.9746	              0	      0.025	      0.022	      0.006	
 2018/11/01	  6.9750	  6.9803	  6.9116	  6.9173	              0	      0.020	      0.021	     -0.002	
 2018/11/02	  6.9171	  6.9301	  6.8543	  6.8991	              0	      0.015	      0.020	     -0.010	
 2018/11/05	  6.8961	  6.9273	  6.8899	  6.9140	              0	      0.012	      0.019	     -0.013	
 2018/11/06	  6.9128	  6.9253	  6.9105	  6.9227	              0	      0.010	      0.017	     -0.013	
 2018/11/07	  6.9233	  6.9391	  6.9093	  6.9181	              0	      0.009	      0.015	     -0.013	
 2018/11/08	  6.9174	  6.9408	  6.9174	  6.9405	              0	      0.009	      0.014	     -0.010	
 2018/11/09	  6.9409	  6.9534	  6.9368	  6.9484	              0	      0.010	      0.013	     -0.007	
 2018/11/12	  6.9493	  6.9675	  6.9433	  6.9644	              0	      0.011	      0.013	     -0.003	
 2018/11/13	  6.9648	  6.9693	  6.9440	  6.9462	              0	      0.011	      0.012	     -0.003	
 2018/11/14	  6.9462	  6.9530	  6.9398	  6.9442	              0	      0.011	      0.012	     -0.003	
 2018/11/15	  6.9443	  6.9451	  6.9160	  6.9289	              0	      0.009	      0.011	     -0.005	
 2018/11/16	  6.9288	  6.9441	  6.9112	  6.9216	              0	      0.007	      0.011	     -0.007	
 2018/11/19	  6.9222	  6.9394	  6.9215	  6.9339	              0	      0.006	      0.010	     -0.007	
 2018/11/20	  6.9341	  6.9454	  6.9321	  6.9450	              0	      0.006	      0.009	     -0.005	
 2018/11/21	  6.9451	  6.9500	  6.9218	  6.9264	              0	      0.005	      0.008	     -0.006	
 2018/11/22	  6.9258	  6.9307	  6.9200	  6.9260	              0	      0.004	      0.007	     -0.007	
 2018/11/23	  6.9261	  6.9470	  6.9244	  6.9444	              0	      0.005	      0.007	     -0.005	
 2018/11/26	  6.9445	  6.9518	  6.9310	  6.9503	              0	      0.005	      0.007	     -0.002	
 2018/11/27	  6.9506	  6.9577	  6.9367	  6.9539	              0	      0.006	      0.006	     -0.000	
 2018/11/28	  6.9538	  6.9584	  6.9334	  6.9406	              0	      0.006	      0.006	     -0.001	
 2018/11/29	  6.9405	  6.9448	  6.9309	  6.9358	              0	      0.005	      0.006	     -0.002	
 2018/11/30	  6.9357	  6.9562	  6.9349	  6.9510	              0	      0.006	      0.006	     -0.001	
 2018/12/03	  6.9292	  6.9332	  6.8733	  6.8763	              0	     -0.000	      0.005	     -0.010	
 2018/12/04	  6.8763	  6.8822	  6.8266	  6.8493	              0	     -0.007	      0.002	     -0.018	
 2018/12/05	  6.8495	  6.8720	  6.8478	  6.8593	              0	     -0.011	     -0.000	     -0.021	
 2018/12/06	  6.8594	  6.9061	  6.8583	  6.8816	              0	     -0.012	     -0.003	     -0.019	
 2018/12/07	  6.8814	  6.8911	  6.8670	  6.8863	              0	     -0.013	     -0.005	     -0.016	
 2018/12/10	  6.8923	  6.9201	  6.8898	  6.9145	              0	     -0.011	     -0.006	     -0.010	
 2018/12/11	  6.9145	  6.9219	  6.8946	  6.9071	              0	     -0.010	     -0.007	     -0.006	
 2018/12/12	  6.9069	  6.9069	  6.8682	  6.8698	              0	     -0.012	     -0.008	     -0.008	
 2018/12/13	  6.8697	  6.8874	  6.8576	  6.8781	              0	     -0.013	     -0.009	     -0.008	
 2018/12/14	  6.8780	  6.9116	  6.8780	  6.9022	              0	     -0.011	     -0.009	     -0.004	
 2018/12/17	  6.9006	  6.9047	  6.8944	  6.9008	              0	     -0.010	     -0.009	     -0.001	
 2018/12/18	  6.9009	  6.9011	  6.8883	  6.8925	              0	     -0.010	     -0.010	     -0.001	
 2018/12/19	  6.8927	  6.9071	  6.8856	  6.9058	              0	     -0.008	     -0.009	      0.002	
 2018/12/20	  6.9059	  6.9146	  6.8834	  6.8932	              0	     -0.008	     -0.009	      0.002	
 2018/12/21	  6.8938	  6.9240	  6.8876	  6.9239	              0	     -0.005	     -0.008	      0.006	
 2018/12/24	  6.9228	  6.9229	  6.8984	  6.9028	              0	     -0.005	     -0.008	      0.005	
 2018/12/25	  6.9026	  6.9060	  6.8905	  6.8963	              0	     -0.005	     -0.007	      0.004	
 2018/12/26	  6.8955	  6.9028	  6.8843	  6.8945	              0	     -0.005	     -0.007	      0.003	
 2018/12/27	  6.8946	  6.8999	  6.8733	  6.8744	              0	     -0.007	     -0.007	     -0.000	
 2018/12/28	  6.8744	  6.8873	  6.8632	  6.8818	              0	     -0.007	     -0.007	     -0.001	
 2018/12/31	  6.8829	  6.8847	  6.8674	  6.8702	              0	     -0.009	     -0.007	     -0.003	
 2019/01/01	  6.8703	  6.8798	  6.8689	  6.8720	              0	     -0.010	     -0.008	     -0.004	
 2019/01/02	  6.8721	  6.8828	  6.8600	  6.8797	              0	     -0.009	     -0.008	     -0.003	
 2019/01/03	  6.8796	  6.8939	  6.8766	  6.8823	              0	     -0.009	     -0.008	     -0.002	
 2019/01/04	  6.8825	  6.8835	  6.8642	  6.8653	              0	     -0.010	     -0.009	     -0.003	
 2019/01/07	  6.8660	  6.8674	  6.8450	  6.8457	              0	     -0.012	     -0.009	     -0.006	
 2019/01/08	  6.8458	  6.8678	  6.8438	  6.8540	              0	     -0.013	     -0.010	     -0.006	
 2019/01/09	  6.8541	  6.8560	  6.8075	  6.8124	              0	     -0.017	     -0.011	     -0.011	
 2019/01/10	  6.8123	  6.8235	  6.7813	  6.7931	              0	     -0.021	     -0.013	     -0.016	
 2019/01/11	  6.7930	  6.7946	  6.7382	  6.7609	              0	     -0.027	     -0.016	     -0.022	
 2019/01/14	  6.7612	  6.7759	  6.7418	  6.7631	              0	     -0.031	     -0.019	     -0.024	
 2019/01/15	  6.7629	  6.7868	  6.7451	  6.7736	              0	     -0.033	     -0.022	     -0.022	
 2019/01/16	  6.7737	  6.7842	  6.7590	  6.7631	              0	     -0.035	     -0.025	     -0.021	
 2019/01/17	  6.7628	  6.7937	  6.7540	  6.7772	              0	     -0.035	     -0.027	     -0.017	
 2019/01/18	  6.7769	  6.8092	  6.7743	  6.8026	              0	     -0.033	     -0.028	     -0.010	
 2019/01/21	  6.8018	  6.8085	  6.7924	  6.8005	              0	     -0.031	     -0.029	     -0.004	
 2019/01/22	  6.8007	  6.8186	  6.7992	  6.8159	              0	     -0.028	     -0.028	      0.002	
 2019/01/23	  6.8162	  6.8162	  6.7862	  6.7934	              0	     -0.026	     -0.028	      0.003	
 2019/01/24	  6.7934	  6.8084	  6.7821	  6.7952	              0	     -0.025	     -0.027	      0.004	
 2019/01/25	  6.7951	  6.7993	  6.7526	  6.7531	              0	     -0.027	     -0.027	      0.000	
 2019/01/28	  6.7531	  6.7612	  6.7359	  6.7550	              0	     -0.028	     -0.028	     -0.002	
 2019/01/29	  6.7550	  6.7639	  6.7471	  6.7474	              0	     -0.030	     -0.028	     -0.003	
 2019/01/30	  6.7475	  6.7498	  6.7031	  6.7116	              0	     -0.033	     -0.029	     -0.008	
 2019/01/31	  6.7118	  6.7237	  6.7032	  6.7094	              0	     -0.036	     -0.030	     -0.011	
 2019/02/01	  6.7095	  6.7572	  6.7059	  6.7571	              0	     -0.033	     -0.031	     -0.005	
 2019/02/04	  6.7557	  6.7853	  6.7515	  6.7783	              0	     -0.030	     -0.031	      0.002	
 2019/02/05	  6.7782	  6.7828	  6.7532	  6.7628	              0	     -0.027	     -0.030	      0.005	
 2019/02/06	  6.7627	  6.7797	  6.7570	  6.7787	              0	     -0.024	     -0.029	      0.009	
 2019/02/07	  6.7785	  6.7853	  6.7702	  6.7848	              0	     -0.021	     -0.027	      0.013	
 2019/02/08	  6.7849	  6.7942	  6.7754	  6.7853	              0	     -0.018	     -0.025	      0.015	
 2019/02/11	  6.7847	  6.8028	  6.7657	  6.8014	              0	     -0.014	     -0.023	      0.018	
 2019/02/12	  6.8016	  6.8078	  6.7734	  6.7736	              0	     -0.013	     -0.021	      0.016	
 2019/02/13	  6.7737	  6.7850	  6.7599	  6.7835	              0	     -0.012	     -0.019	      0.015	
 2019/02/14	  6.7836	  6.7888	  6.7694	  6.7793	              0	     -0.011	     -0.018	      0.014	
 2019/02/15	  6.7799	  6.7934	  6.7695	  6.7703	              0	     -0.011	     -0.016	      0.011	
 2019/02/18	  6.7707	  6.7756	  6.7612	  6.7736	              0	     -0.010	     -0.015	      0.010	
